Drug_Name,Interactions
Warfarin,"Dabigatran etexilate, Dronedarone, Oxacillin, Vorinostat, Cephaloglycin, Enoxaparin, Esomeprazole, Proguanil, Estradiol, Ceritinib, Acenocoumarol, Rivaroxaban, Hexobarbital, Norgestimate, Metronidazole, Sertraline, Teriflunomide, Azathioprine, Drospirenone, Prednisolone, Miconazole, Ginkgo biloba, Dienogest, Sparfloxacin, Sulfinpyrazone, Corticotropin, Cyclacillin, Omega-3 fatty acids, Ceftaroline fosamil, Cefotetan, Norethisterone, Cefadroxil, Cefradine, Ticarcillin, Escitalopram, Mercaptopurine, Mestranol, Colesevelam, Phylloquinone, Levomilnacipran, Hetacillin, Etacrynic acid, Orlistat, Gestodene, Propafenone, Cloxacillin, Butobarbital, Tegafur, Glutethimide, Oxaprozin, Stanolone, Capecitabine, Econazole, Enzalutamide, Pentoxifylline, Acetylsalicylic acid, Cefprozil, Estrone sulfate, Posaconazole, Mefenamic acid, Bacampicillin, Ceforanide, Citric acid, Heparin, Bismuth subsalicylate, Omacetaxine mepesuccinate, Ridogrel, Zileuton, Diflunisal, Tolterodine, Ethyl biscoumacetate, Epoprostenol, Lixisenatide, Naproxen, Cranberry, Meloxicam, Tinzaparin, Cefaclor, Methylprednisolone, Meticillin, Dalteparin, Lomitapide, Primidone, Nadroparin, Heptabarbital, Magnesium salicylate, Tiaprofenic acid, Cefditoren, Etodolac, Benzylpenicillin, Regorafenib, Ketoconazole, Cyproterone acetate, Cefepime, Milnacipran, Fenofibrate, Boceprevir, Desirudin, Apixaban, Cefapirin, Ceftizoxime, Itraconazole, Edoxaban, Cortisone acetate, Fusidic acid, Fosphenytoin, Omega-3-acid ethyl esters, Cefoperazone, Chondroitin sulfate, Leflunomide, Ibuprofen, Flurbiprofen, Ceftibuten, Deoxycholic acid, Azlocillin, Vorapaxar, Disulfiram, Nintedanib, Fosaprepitant, Exenatide, Lopinavir, Paroxetine, Sugammadex, Desvenlafaxine, Hydroxyprogesterone caproate, Ethinylestradiol, Propacetamol, Neomycin, Sitaxentan, Quinidine, Cefazolin, Saquinavir, Amiodarone, Phenprocoumon, Vilazodone, Cefamandole, Cefoxitin, Pivmecillinam, Cefonicid, Floctafenine, Ceftobiprole, Dasatinib, Amdinocillin, Fosamprenavir, Dipyridamole, Elvitegravir, Glucosamine, Dexamethasone, Mezlocillin, Danaparoid, Edetic acid, Prasugrel, Azidocillin, Vemurafenib, Atazanavir, Ethanol, Cefacetrile, Lumacaftor, Limaprost, Cobicistat, Telaprevir, Dihydrotachysterol, Mifepristone, Ranitidine, Vortioxetine, Eslicarbazepine acetate, Iloprost, Ibrutinib, Dihydrocodeine, Cangrelor, Bicalutamide, Obinutuzumab, Cilostazol, Icosapent ethyl, Clarithromycin, Cefuroxime, Dexmethylphenidate, Methimazole, Salsalate, Fludrocortisone, Tranilast, Ceftriaxone, Latamoxef, Darunavir, Romidepsin, Tirofiban, Etoposide, Ketoprofen, Amoxicillin, Clopidogrel, Ethotoin, Pivampicillin, Ifosfamide, St. John's Wort, Oritavancin, Hydrocortisone, Metreleptin, Deferasirox, Ethynodiol diacetate, Chloral hydrate, Tipranavir, Ticagrelor, Sulodexide, Tibolone, Pentosan polysulfate, Cefpodoxime, Dabrafenib, Ubidecarenone"
Midazolam,"Ketoconazole, Methotrimeprazine, Ethanol, Paraldehyde, Orphenadrine, Conivaptan, Minocycline, Luliconazole, Tocilizumab, Tipranavir, Deferasirox, Teduglutide, Paroxetine, Azelastine, Batimastat, Telaprevir, Buprenorphine, Ivacaftor, Rufinamide, Fosamprenavir, Fosaprepitant, Boceprevir, Atazanavir, Darunavir, Atorvastatin, Suvorexant, Telithromycin, Thalidomide, Perampanel, Cobicistat, Stiripentol, Yohimbine, Dabrafenib, Fusidic acid, Palbociclib, Idelalisib, Rotigotine, Siltuximab, Mifepristone, Propofol, Dasatinib, Clarithromycin, Netupitant, Hydrocodone, Itraconazole, Tapentadol, Metyrosine, Saquinavir, St. John's Wort, Sodium oxybate, Ginkgo biloba, Simeprevir"
Tobramycin,"Bumetanide, Clavulanic acid, Etacrynic acid, Carboplatin, Diflunisal, Azidocillin, Meloxicam, Floctafenine, Cefaclor, Furosemide, Ceftibuten, Atracurium besylate, Cefoxitin, Cefprozil, Cloxacillin, Etodolac, Flurbiprofen, Risedronic acid, Meticillin, Amoxicillin, Cefpodoxime, Clodronic acid, Pivampicillin, Bacampicillin, Hetacillin, Mezlocillin, Colistimethate, Naproxen, Tiludronic acid, Vecuronium, Oxaprozin, Cyclacillin, Rocuronium, Tiaprofenic acid, Ibuprofen, Ketoprofen, Cefuroxime, Picosulfuric acid, Azlocillin, Oxacillin, Benzylpenicillin, Colistin, Pivmecillinam, Cefepime, Avibactam, Cefotetan, Ticarcillin, Mefenamic acid, Amdinocillin, Ceftriaxone, Mannitol, Ibandronate, Pancuronium"
Pentosan polysulfate,"Clopidogrel, Cangrelor, Sulodexide, Citric acid, Naproxen, Ketoprofen, Edetic acid, Apixaban, Ibuprofen, Acetylsalicylic acid, Vorapaxar, Acenocoumarol, Flurbiprofen, Levomilnacipran, Tiaprofenic acid, Diflunisal, Oxaprozin, Mefenamic acid, Sertraline, Cilostazol, Vortioxetine, Edoxaban, Desvenlafaxine, Meloxicam, Heparin, Enoxaparin, Ethyl biscoumacetate, Desirudin, Rivaroxaban, Nadroparin, Dipyridamole, Danaparoid, Escitalopram, Tirofiban, Dalteparin, Dabigatran etexilate, Etodolac, Paroxetine, Vilazodone, Ticagrelor, Phenprocoumon, Prasugrel, Milnacipran, Floctafenine, Tinzaparin"
Fludrocortisone,"Saxagliptin, Sparfloxacin, Darunavir, Etodolac, Rifapentine, Mefenamic acid, Drospirenone, Flurbiprofen, Magnesium salicylate, Edrophonium, Enzalutamide, Leflunomide, Trichlormethiazide, Isoniazid, Posaconazole, Ethinylestradiol, Boceprevir, Insulin detemir, Estrone sulfate, Pancuronium, Nadolol, Methyltestosterone, Magnesium oxide, Tolbutamide, Mifepristone, Vecuronium, Norgestimate, Itraconazole, Tacrolimus, Phenylbutyric acid, Neostigmine, Repaglinide, Telithromycin, Aluminum hydroxide, Norethisterone, Tiaprofenic acid, Estradiol, Rocuronium, Acetylsalicylic acid, Sipuleucel-T, Ketoprofen, Ceritinib, Fosphenytoin, Naproxen, Deferasirox, Ibuprofen, Bumetanide, Dihydrocodeine, Lopinavir, Etacrynic acid, Donepezil, Gemifloxacin, Insulin aspart, Bismuth subsalicylate, Rivastigmine, Saquinavir, Glycerol phenylbutyrate, Fosaprepitant, Phenobarbital, Insulin glulisine, Danazol, Atracurium besylate, Atazanavir, Colesevelam, Physostigmine, Indacaterol, Nicorandil, Levofloxacin, Meloxicam, Calcium carbonate, Norfloxacin, Gliquidone, Floctafenine, Diflunisal, Ethynodiol diacetate, Oxaprozin, Fluoxymesterone, Linagliptin, Denosumab, Glyburide, Nefazodone, Tofacitinib, Ketoconazole, Gliclazide, Furosemide, Mestranol, Rifampicin, Alogliptin, Primidone, Telaprevir, Indapamide, Corticorelin ovine triflutate, Stanolone, Canagliflozin, Ofloxacin, Oxymetholone, Hydrochlorothiazide, Benzoic acid, Clarithromycin, Salsalate, Cobicistat, Roflumilast, Idelalisib, Chlorothiazide, Vildagliptin"
Mycophenolate mofetil,"Azidocillin, Bacampicillin, Benzylpenicillin, Cloxacillin, Cyclacillin, Calcium carbonate, Denosumab, Amoxicillin, Roflumilast, Esomeprazole, Isavuconazonium, Sipuleucel-T, Leflunomide, Amdinocillin, Meticillin, Hetacillin, Pivmecillinam, Ticarcillin, Oxacillin, Sparfloxacin, Aluminum hydroxide, Probenecid, Teriflunomide, Ganciclovir, Norethisterone, Pivampicillin, Magnesium oxide, Cholestyramine, Mezlocillin, Tacrolimus, Metronidazole, Colesevelam, Azlocillin, Tofacitinib"
Cephaloglycin,"Probenecid, Acenocoumarol"
Flurazepam,"Saquinavir, Rufinamide, Palbociclib, Tapentadol, Hydrocodone, Sodium oxybate, Perampanel, Mifepristone, Minocycline, Simeprevir, Stiripentol, Idelalisib, Fosaprepitant, Paroxetine, Teduglutide, Tocilizumab, Fosamprenavir, Dabrafenib, Metyrosine, Deferasirox, Orphenadrine, St. John's Wort, Conivaptan, Methotrimeprazine, Siltuximab, Ethanol, Suvorexant, Luliconazole, Paraldehyde, Thalidomide, Ivacaftor, Fusidic acid, Dasatinib, Azelastine, Netupitant, Yohimbine, Buprenorphine, Rotigotine"
Moexipril,"Pentoxifylline, Butobarbital, Moxonidine, Tizanidine, Sirolimus, Diazoxide, Aprotinin, Mifepristone, Tranylcypromine, Trichlormethiazide, Eplerenone, Vardenafil, Hexobarbital, Sitagliptin, Canagliflozin, Obinutuzumab, Everolimus, Sodium aurothiomalate, Sacubitril, Temsirolimus, Lithium cation, Levodopa, Acetylsalicylic acid, Risperidone, Yohimbine, Heptabarbital, Drospirenone, Iron, Iron Dextran, Molsidomine, Heparin, Dapoxetine, Phenelzine, Icatibant, Azathioprine, Tadalafil, Aliskiren, Amifostine, Nicorandil, Tolvaptan, Primidone"
Phentolamine,"Yohimbine, Gabapentin, Nitrendipine, Molsidomine, Phenelzine, Felodipine, Pentoxifylline, Dapoxetine, Risedronic acid, Diazoxide, Amrinone, Nadolol, Bepridil, Flunarizine, Moxonidine, Obinutuzumab, Prenylamine, Amifostine, Tadalafil, Vardenafil, Perhexiline, Tranylcypromine"
Daunorubicin,"Tofacitinib, Saquinavir, Metamizole, Paclitaxel, Lumacaftor, Denosumab, Leflunomide, Tesmilifene, Tacrolimus, Roflumilast, Sipuleucel-T"
Furosemide,"Alfentanil, Orciprenaline, Etacrynic acid, Gliquidone, Sufentanil, Neomycin, Butobarbital, Oxymorphone, Chlorpheniramine, Kanamycin, Teriflunomide, Insulin detemir, Insulin aspart, Hexobarbital, Tolbutamide, Aliskiren, Nicorandil, Remifentanil, Hydrocodone, Diazoxide, Buprenorphine, Linagliptin, Streptomycin, Spectinomycin, Arbekacin, Yohimbine, Glyburide, Lithium cation, Gentamicin, Vildagliptin, Acetylsalicylic acid, Obinutuzumab, Fosphenytoin, Dihydrocodeine, Levodopa, Phenelzine, Primidone, Vardenafil, Amifostine, Nalbuphine, Molsidomine, Perindopril, Insulin glulisine, Repaglinide, Tadalafil, Licorice, Saxagliptin, Gliclazide, Risperidone, Tapentadol, Pentoxifylline, Canagliflozin, Levorphanol, Tranylcypromine, Ribostamycin, Moxonidine, Netilmicin, Colesevelam, Chloral hydrate, Probenecid, Ivabradine, Fentanyl, Alogliptin, Heptabarbital"
Ergotamine,"Amisulpride, Metoclopramide, Benzquinamide, Lorcaserin, Acetophenazine, Mesoridazine, Molindone, Clarithromycin, Acepromazine, Telaprevir, Conivaptan, Itraconazole, Fencamfamin, Mifepristone, Cobicistat, Luliconazole, Enzalutamide, Boceprevir, Zuclopenthixol, Flupentixol, Dapoxetine, Palbociclib, Simeprevir, Quetiapine, Aripiprazole, Posaconazole, Perphenazine, Ivacaftor, Ketoconazole, Thiothixene, Nadolol, Pimozide, Nitroglycerin, Dasatinib, Stiripentol, Fosaprepitant, Batimastat, Granisetron, Carphenazine, Crizotinib, Idelalisib, Risperidone, Paliperidone, Fluspirilene, Fusidic acid, Methotrimeprazine, Sertindole, Ondansetron, Tedizolid phosphate, Trifluoperazine, Netupitant, Chlormezanone, Chlorprothixene"
Tizanidine,"Gemfibrozil, Bretylium, Tapentadol, Sodium oxybate, Fluvastatin, Thalidomide, Ivabradine, Ceritinib, Zileuton, Abiraterone, Ketoconazole, Pentoxifylline, Lacosamide, Tioconazole, Paraldehyde, Nicorandil, Metyrosine, Mifepristone, Orphenadrine, Aminophylline, Apomorphine, Ruxolitinib, Levodopa, Delavirdine, Methimazole, Propafenone, Clarithromycin, Glycerol phenylbutyrate, Moclobemide, Quinapril, Iobenguane, Perampanel, Methotrimeprazine, Azelastine, Risperidone, Orlistat, Perphenazine, Hydrocodone, Disulfiram, Simeprevir, Ondansetron, Butobarbital, Propofol, Ofloxacin, Ethanol, Tranylcypromine, Enalaprilat, Captopril, Ranitidine, Anastrozole, Phenelzine, Amiodarone, Sertraline, Vemurafenib, Stiripentol, Sulconazole, Rotigotine, Atazanavir, Paroxetine, Primaquine, Deferasirox, Heptabarbital, Minocycline, Nefazodone, Rufinamide, Estradiol, Primidone, Hexobarbital, Isoniazid, Norfloxacin, Bromocriptine, Phenylbutyric acid, Perindopril, Nadolol, Selegiline, Nifedipine, Lisinopril, Tofacitinib, Buprenorphine, Suvorexant, Cilazapril"
Nitrofurantoin,"Eplerenone, Probenecid, Prilocaine, Nitrous acid, Norfloxacin, Picosulfuric acid, Magnesium trisilicate"
Eplerenone,"Nefazodone, Palbociclib, Quinidine, Itraconazole, Ceritinib, Dasatinib, Nadroparin, Obinutuzumab, Quinapril, Diflunisal, Tinzaparin, Telithromycin, Pentoxifylline, Luliconazole, Siltuximab, Drospirenone, Potassium citrate, Potassium chloride, Meloxicam, Fosamprenavir, Primidone, Idelalisib, Enalaprilat, Saquinavir, Heptabarbital, Flurbiprofen, Tacrolimus, Fosaprepitant, Lithium cation, Deferasirox, Heparin, Ketoconazole, Amifostine, Yohimbine, Moxonidine, Azilsartan medoxomil, Clarithromycin, Floctafenine, Lisinopril, Eprosartan, Canagliflozin, Dabrafenib, Captopril, Fusidic acid, Telaprevir, St. John's Wort, Ivacaftor, Tranylcypromine, Isavuconazonium, Delavirdine, Oxaprozin, Mefenamic acid, Phenelzine, Perindopril, Enoxaparin, Vardenafil, Stiripentol, Irbesartan, Tadalafil, Dronedarone, Atazanavir, Diazoxide, Butobarbital, Levodopa, Potassium Iodide, Telmisartan, Posaconazole, Molsidomine, Ketoprofen, Cobicistat, Simeprevir, Etodolac, Ammonium chloride, Crizotinib, Risperidone, Boceprevir, Cilazapril, Naproxen, Tiaprofenic acid, Nilotinib, Darunavir, Mifepristone, Tolvaptan, Hexobarbital, Ibuprofen, Candesartan cilexetil, Conivaptan, Tocilizumab, Dalteparin, Nicorandil"
Methazolamide,"Risperidone, Flecainide, Cathinone, Hexobarbital, Memantine, Levodopa, Heptabarbital, Triethylenetetramine, Acetazolamide, Phenelzine, Lithium cation, Diclofenamide, Methenamine, Acetylsalicylic acid, Primidone, Tranylcypromine, Nicorandil, Quinidine, Butobarbital"
Naltrexone,"Naloxegol, Methylnaltrexone, Sufentanil, Hydrocodone, Oxymorphone, Alfentanil, Fentanyl, Remifentanil, Tapentadol, Buprenorphine, Levorphanol, Nalbuphine"
Delavirdine,"Vortioxetine, Etravirine, Deferasirox, Fosamprenavir, Darunavir, Tolvaptan, Tocilizumab, Batimastat, Suvorexant, Lurasidone, Aluminum hydroxide, Ifosfamide, Ulipristal, Olaparib, Nebivolol, Tetrabenazine, Magnesium hydroxide, Vilazodone, Calcium carbonate, Dapoxetine, Famotidine, Brexpiprazole, Domperidone, Esomeprazole, Colchicine, Saxagliptin, Budesonide, Mequitazine, Avanafil, Fosphenytoin, Iloperidone, Hydrocodone, Ranitidine, Eliglustat, Naloxegol, Lomitapide, Cilostazol, Tipranavir, Fentanyl, Aripiprazole, Lacosamide, Doxorubicin, Salmeterol, St. John's Wort, Sodium bicarbonate, Simeprevir, Halofantrine, Everolimus, Ospemifene, Pimozide, Propafenone, Ramelteon, Magnesium oxide, Rifampicin, Saquinavir, Rifapentine, Clopidogrel, Ivabradine, Rilpivirine, Fesoterodine, Dabrafenib, Siltuximab, Ibrutinib, Rabeprazole, Trabectedin, Apixaban, Tamsulosin, Bosutinib, Parecoxib, Sonidegib, Flibanserin, Ivacaftor, Atazanavir, Zopiclone"
Tamsulosin,"Cinacalcet, Fusidic acid, Telithromycin, Flunarizine, Clarithromycin, Itraconazole, Amrinone, Bupropion, Tadalafil, Perhexiline, Netupitant, Siltuximab, Ivacaftor, Prenylamine, Stiripentol, Methotrimeprazine, Dasatinib, Felodipine, Idelalisib, St. John's Wort, Gabapentin, Posaconazole, Mifepristone, Boceprevir, Nefazodone, Cocaine, Saquinavir, Paroxetine, Ceritinib, Conivaptan, Terbinafine, Deferasirox, Luliconazole, Phenelzine, Darunavir, Tranylcypromine, Tocilizumab, Quinidine, Vardenafil, Tipranavir, Cobicistat, Nitrendipine, Fosaprepitant, Dabrafenib, Risedronic acid, Nadolol, Atazanavir, Palbociclib, Telaprevir, Dapoxetine, Ketoconazole, Simeprevir, Bepridil"
Porfimer sodium,"Cobimetinib, Tretinoin, Levofloxacin, Tiaprofenic acid, Tetracycline, Diflunisal, Ofloxacin, Etodolac, Afatinib, Simeprevir, Amiodarone, Flurbiprofen, Isotretinoin, Mefenamic acid, Glyburide, Bicalutamide, Floctafenine, Tolbutamide, Benzophenone, Trifluoperazine, Gliclazide, Gemifloxacin, Meloxicam, Hydrochlorothiazide, Methotrimeprazine, Aminolevulinic acid, Chlorothiazide, Minocycline, Carprofen, Rostaporfin, Ketoprofen, Glipizide, Tolazamide, Naproxen, Ibuprofen, Pipotiazine, Panitumumab, Norfloxacin, Oxaprozin, Trioxsalen, Perphenazine, Indapamide, Vemurafenib"
Sufentanil,"Bretylium, Paraldehyde, Metipranolol, Perampanel, Acetazolamide, Conivaptan, Lacosamide, Ivabradine, Selegiline, Simeprevir, Tofacitinib, Orphenadrine, Alvimopan, Acepromazine, Rufinamide, Palbociclib, Isocarboxazid, Chlorothiazide, Ethanol, Indapamide, Hydrocodone, Ruxolitinib, Carvedilol, Minocycline, Mifepristone, Sodium oxybate, Idelalisib, Ceritinib, Rotigotine, Hydroflumethiazide, Nadolol, Moclobemide, Acebutolol, Thalidomide, Suvorexant, Pindolol, Levobunolol, Tienilic acid, Metyrosine, Hydrochlorothiazide, Etacrynic acid, Fusidic acid, Stiripentol, Eluxadoline, Dasatinib, Methotrimeprazine, Netupitant, Bumetanide, Procarbazine, Cathinone, Azelastine, Tranylcypromine, Fosaprepitant, Rasagiline, Ivacaftor, Tedizolid phosphate, Trichlormethiazide, Luliconazole, Nebivolol, Ramosetron, Bepridil, Penbutolol, Phenelzine, Ammonium chloride, Paroxetine, Tapentadol"
Lamivudine,"Ribavirin, Valganciclovir, Ganciclovir, Emtricitabine"
Ibandronate,"Gentamicin, Kanamycin, Mifepristone, Deferasirox, Calcium carbonate, Streptomycin, Arbekacin, Esomeprazole, Iron Dextran, Neomycin, Spectinomycin, Magnesium oxide, Ribostamycin, Aluminum hydroxide, Netilmicin"
Flurbiprofen,"Acenocoumarol, Floctafenine, Dabigatran etexilate, Sparfloxacin, Citric acid, Phenprocoumon, Paroxetine, Nadolol, Ethyl biscoumacetate, Hydralazine, Tipranavir, Arbekacin, Omega-3 fatty acids, Colesevelam, Enoxaparin, Pentoxifylline, Streptomycin, Gentamicin, Rivaroxaban, Unoprostone, Balsalazide, Talniflumate, Pralatrexate, Netilmicin, Ibrutinib, Neomycin, Lithium cation, Tacrolimus, Sulodexide, Obinutuzumab, Spectinomycin, Morniflumate, Acetylsalicylic acid, Ridogrel, Dalteparin, Probenecid, Kanamycin, Perindopril, Dasatinib, Heparin, Aliskiren, Limaprost, Ribostamycin, Trichlormethiazide, Apixaban, Glucosamine, Dexketoprofen, Drospirenone, Deferasirox, Edetic acid, Omacetaxine mepesuccinate, Deoxycholic acid"
Oxacillin,"Gentamicin, Probenecid, Acenocoumarol, Kanamycin, Neomycin, Streptomycin, Minocycline, Mycophenolic acid, Tetracycline, Picosulfuric acid"
Apomorphine,"Mifepristone, Ondansetron, Bupropion, Dolasetron, Alosetron, Granisetron, Phenelzine, Amisulpride, Metoclopramide, Tranylcypromine"
Paroxetine,"Sunitinib, Ethotoin, Fexofenadine, Thiothixene, Enoxaparin, Levorphanol, Dexchlorpheniramine maleate, Nitrazepam, Glucosamine, Limaprost, Mefenamic acid, Rivaroxaban, Omega-3 fatty acids, Fosaprepitant, Dulaglutide, Carvedilol, Dapagliflozin, Chlormezanone, Clidinium, Metoclopramide, Chlorpheniramine, Diphenoxylate, Sodium oxybate, Chlorothiazide, Zaleplon, Methotrimeprazine, Gabapentin, Quazepam, Alogliptin, Buprenorphine, Ondansetron, Fesoterodine, Thalidomide, Sulfamethoxazole, Ibrutinib, Pasireotide, Zuclopenthixol, Abiraterone, Ezogabine, Apixaban, Acepromazine, Canagliflozin, Azelastine, Levocetirizine, Methsuximide, Flibanserin, Mesoridazine, Sevoflurane, Heparin, Sitagliptin, Oxaprozin, Insulin degludec, Etodolac, Levodopa, Fencamfamin, Triazolam, Butylscopolamine, Floctafenine, Alfentanil, Insulin aspart, Empagliflozin, Pentamidine, Nateglinide, Diphenhydramine, Nebivolol, Levocabastine, Dihydrocodeine, Carphenazine, Bupropion, Nalbuphine, Desflurane, Gabapentin enacarbil, Isoflurane, Perampanel, Dabigatran etexilate, Diazepam, Vigabatrin, Scopolamine, Pindolol, Nadolol, Felbamate, Stiripentol, Dasatinib, Oxymorphone, Clomipramine, Perphenazine, Amobarbital, Ramelteon, Tiagabine, Insulin detemir, Citric acid, Acenocoumarol, Guanfacine, Lanreotide, Albiglutide, Amisulpride, Moclobemide, Repaglinide, Meclizine, Bromazepam, Desipramine, Methylene blue, Gliclazide, Tolbutamide, Trichlormethiazide, Tiaprofenic acid, Dapoxetine, Procarbazine, Dantrolene, Nefazodone, Rasagiline, Trimipramine, Phenprocoumon, Selegiline, Cyclizine, Glyburide, Desloratadine, Remifentanil, Chlorprothixene, Trifluoperazine, Tolazamide, Suvorexant, Ethyl biscoumacetate, Liraglutide, Insulin glulisine, Acetylsalicylic acid, Pimozide, Orphenadrine, Brexpiprazole, Thyroid, porcine, Lurasidone, Fluspirilene, Lithium cation, Indapamide, Levetiracetam, Metyrosine, Brompheniramine, Hydrocodone, Aripiprazole, Naproxen, Paraldehyde, Pramlintide, Tetrabenazine, Pioglitazone, Deoxycholic acid, Ioflupane I-123, Estazolam, Olopatadine, Tasimelteon, Sertindole, Phenobarbital, Fosphenytoin, Clonazepam, Molindone, Mecasermin, Zopiclone, Sulodexide, Diflunisal, Primidone, Difenoxin, Doxorubicin, Benzquinamide, Ridogrel, Glipizide, Iloperidone, Fosamprenavir, Liotrix, Quetiapine, Ketoprofen, Mequitazine, Dimenhydrinate, Propofol, Acetophenazine, Paliperidone, Edetic acid, Pentoxifylline, Panobinostat, Ziconotide, Cobicistat, Obinutuzumab, Meloxicam, Eliglustat, Zonisamide, Dalteparin, Isocarboxazid, Mifepristone, Flunarizine, Iobenguane, Saxagliptin, Carbinoxamine, Vortioxetine, Clofedanol, Oxazepam, Phenelzine, gamma-Hydroxybutyric acid, Pizotifen, Hydrochlorothiazide, Pipotiazine, Granisetron, Ibuprofen, Nitrous oxide, Dosulepin, Tranylcypromine, Tedizolid phosphate, Asenapine, Exenatide, Ethanol, Risperidone, Flupentixol, Pomalidomide, Propafenone, Doxepin, Ketamine, Darunavir"
Norethisterone,"Human C1-esterase inhibitor, Flibanserin, Mycophenolic acid, Tipranavir, Tocilizumab, Ethyl biscoumacetate, Dalteparin, Lumacaftor, Amobarbital, Telaprevir, Rufinamide, Enoxaparin, Lopinavir, Metreleptin, Perampanel, Rifapentine, Repaglinide, Acenocoumarol, Oxcarbazepine, Sugammadex, Fosphenytoin, Glyburide, Cholestyramine, Insulin glulisine, Ulipristal, Anthrax immune globulin human, Phenprocoumon, Edetic acid, Batimastat, Deferasirox, Felbamate, Sulodexide, Vildagliptin, Canagliflozin, Exenatide, Boceprevir, Selegiline, Fosaprepitant, Thalidomide, Tretinoin, Siltuximab, St. John's Wort, Citric acid, Primidone, Saxagliptin, Rifampicin, Cobicistat, Lumefantrine, Insulin detemir, Gliquidone, Simeprevir, Eslicarbazepine acetate, Darunavir, Heptabarbital, Atazanavir, Heparin, Fosamprenavir, Gliclazide, Phenobarbital, Linagliptin, Tolbutamide, Alogliptin, Prucalopride, Isotretinoin, Butobarbital, Colesevelam, Mifepristone, Dabrafenib, Saquinavir, Insulin aspart, Hexobarbital, Artemether"
